9,-0.00177,0.98352,0.201367
12,-0.001526,0.985595,0.201245
12,-0.000794,0.978881,0.200391
13,0.001648,0.979247,0.199048
14,-0.000427,0.98059,0.196606
14,-0.001648,0.978636,0.194287
15,0.000549,0.977416,0.194531
16,0.000671,0.977171,0.198437
18,-0.001404,0.978026,0.204053
19,-0.001038,0.978026,0.206006
20,0.002258,0.97827,0.202832
21,0.003235,0.979613,0.201856
23,0.000916,0.982543,0.203931
24,-0.000549,0.986449,0.202832
25,-0.00116,0.985595,0.199902
26,-0.002625,0.979613,0.200513
28,-0.001404,0.975096,0.202344
29,0.002258,0.976317,0.202222
30,0.003113,0.980712,0.201856
31,0.000427,0.984008,0.2021
33,0.000916,0.98413,0.202466
34,0.00238,0.983275,0.202466
36,0.000061,0.982665,0.202344
38,-0.001526,0.982421,0.202344
39,0.002747,0.981444,0.19978
40,0.003601,0.981322,0.198193
41,0.000427,0.980345,0.199658
43,-0.000549,0.978026,0.199292
44,0.000305,0.978392,0.197217
48,0.000549,0.981933,0.197705
49,-0.000794,0.982177,0.199292
50,-0.001038,0.976439,0.200391
51,-0.00177,0.976927,0.205396
53,-0.001526,0.979125,0.20564
54,-0.000916,0.979979,0.201856
55,-0.002014,0.979247,0.200391
56,-0.002991,0.97827,0.201489
58,-0.001404,0.976805,0.203565
60,-0.000671,0.976195,0.20625
61,-0.000549,0.976805,0.206861
63,0.003968,0.977904,0.203076
80,0.003968,0.978636,0.200391
81,0.000427,0.977538,0.199292
83,-0.000549,0.980712,0.200024
84,-0.000794,0.983153,0.204297
85,0.000061,0.983397,0.203809
86,-0.000305,0.982665,0.203809
88,-0.00238,0.983642,0.204175
89,-0.000671,0.983397,0.203931
90,0.00177,0.980712,0.203076
91,-0.001038,0.978392,0.202466
93,-0.004578,0.979125,0.202588
94,-0.002014,0.9812,0.203198
95,0.001892,0.982299,0.203198
96,0.00116,0.983397,0.201611
98,-0.000061,0.984374,0.200391
99,0.000793,0.982421,0.199414
100,0.000061,0.979979,0.197827
