7,0.008973,0.472014,-0.915766
11,0.009827,0.467497,-0.917109
11,0.00824,0.466398,-0.91479
12,0.006897,0.466642,-0.911494
12,0.006897,0.468351,-0.90661
13,0.00702,0.470793,-0.906488
14,0.006775,0.469572,-0.908198
15,0.005921,0.470427,-0.910151
16,0.006409,0.474699,-0.910273
17,0.010193,0.47592,-0.910517
18,0.013978,0.47592,-0.912714
20,0.013612,0.476408,-0.91479
21,0.010682,0.476042,-0.912592
22,0.008729,0.474944,-0.908686
24,0.007508,0.47592,-0.908198
26,0.00763,0.478728,-0.910151
27,0.008118,0.480925,-0.911738
29,0.009705,0.482268,-0.911494
30,0.010438,0.478118,-0.908808
31,0.008606,0.474699,-0.906855
34,0.009339,0.473967,-0.905634
35,0.011292,0.474699,-0.903314
36,0.011903,0.477507,-0.902582
39,0.012635,0.479705,-0.902338
40,0.012513,0.47824,-0.903559
41,0.012025,0.477751,-0.904413
42,0.010438,0.480925,-0.902216
44,0.010438,0.482146,-0.903925
45,0.011414,0.480803,-0.908442
46,0.011536,0.47824,-0.911005
49,0.011658,0.475554,-0.910883
50,0.010804,0.473845,-0.91186
51,0.009705,0.473723,-0.917475
52,0.010316,0.471037,-0.919062
54,0.009827,0.467131,-0.91772
55,0.010316,0.465055,-0.916499
56,0.010682,0.461637,-0.916987
57,0.011048,0.458341,-0.919062
59,0.013734,0.457853,-0.91833
60,0.013734,0.456632,-0.916377
62,0.009217,0.45358,-0.915156
64,0.007264,0.450162,-0.915644
65,0.010438,0.449551,-0.918818
66,0.012635,0.449063,-0.919673
67,0.011536,0.447476,-0.921382
69,0.009949,0.445279,-0.923823
70,0.008973,0.442959,-0.924556
71,0.007264,0.440762,-0.925166
72,0.00824,0.440395,-0.926509
74,0.010926,0.439663,-0.928218
75,0.009827,0.437466,-0.929073
76,0.009095,0.435268,-0.928462
77,0.009583,0.434047,-0.926021
80,0.00824,0.433437,-0.925777
81,0.006287,0.433559,-0.928829
82,0.00824,0.43246,-0.930416
84,0.010804,0.43246,-0.929439
86,0.007508,0.430629,-0.929561
87,0.005799,0.42892,-0.932491
89,0.007142,0.428188,-0.934322
90,0.006897,0.427211,-0.934322
91,0.006897,0.427333,-0.936275
92,0.008484,0.429286,-0.937374
94,0.011414,0.430263,-0.935787
95,0.012879,0.429409,-0.933956
96,0.011536,0.42831,-0.933101
97,0.009217,0.427211,-0.933101
99,0.00702,0.425624,-0.933101
100,0.00824,0.424281,-0.932735
101,0.012391,0.424281,-0.931759
102,0.012025,0.425624,-0.929927
104,0.008606,0.427333,-0.930294
105,0.008362,0.429531,-0.932125
106,0.011536,0.429409,-0.932491
107,0.013368,0.42892,-0.93127
109,0.011903,0.429653,-0.930538
110,0.009461,0.429653,-0.929805
111,0.007142,0.430507,-0.92712
112,0.006775,0.434902,-0.924312
114,0.007996,0.439541,-0.925166
115,0.007996,0.441616,-0.92773
116,0.008362,0.441738,-0.927974
117,0.007142,0.440273,-0.926631
119,0.003968,0.438686,-0.926997
120,0.003113,0.437588,-0.927974
121,0.005432,0.437466,-0.926631
122,0.009095,0.438442,-0.925166
124,0.011048,0.440518,-0.924434
125,0.010071,0.44186,-0.922114
126,0.008973,0.442227,-0.920772
127,0.008973,0.443447,-0.922969
129,0.00763,0.44357,-0.926875
130,0.006531,0.443936,-0.927364
131,0.006897,0.445645,-0.925288
132,0.007142,0.447232,-0.925655
134,0.007874,0.448086,-0.9248
135,0.009705,0.448086,-0.922359
136,0.008851,0.447964,-0.922359
137,0.007142,0.448575,-0.923579
139,0.007874,0.449185,-0.924312
140,0.009705,0.44772,-0.924556
141,0.011414,0.444302,-0.923579
142,0.011048,0.442227,-0.922236
144,0.008362,0.44186,-0.921016
145,0.006043,0.441738,-0.919062
146,0.006897,0.442105,-0.920405
147,0.010193,0.442227,-0.923579
149,0.013245,0.441006,-0.925533
151,0.014344,0.438809,-0.928462
152,0.013978,0.436245,-0.930049
154,0.011536,0.434658,-0.928951
155,0.006409,0.434902,-0.927852
156,0.003723,0.436977,-0.92712
157,0.006775,0.43771,-0.927242
159,0.01703,0.435879,-0.925777
160,0.025819,0.436245,-0.925899
161,0.02643,0.441372,-0.92834
162,0.025453,0.445523,-0.928585
164,0.025209,0.445889,-0.924068
165,0.023744,0.445767,-0.920772
166,0.023134,0.451016,-0.920283
167,0.023256,0.459073,-0.916987
169,0.020936,0.462614,-0.914057
171,0.01703,0.463346,-0.91479
172,0.015565,0.464933,-0.914668
174,0.015931,0.47177,-0.911005
175,0.018006,0.475798,-0.909052
176,0.019227,0.475554,-0.908564
191,0.020082,0.47592,-0.90893
192,0.028261,0.477629,-0.90661
194,0.033999,0.481536,-0.902582
195,0.034243,0.480315,-0.904779
196,0.035586,0.480925,-0.904413
197,0.036196,0.482512,-0.903192
199,0.034853,0.482634,-0.905024
200,0.032534,0.481658,-0.906488
201,0.029726,0.481658,-0.906244
202,0.026674,0.483733,-0.907221
204,0.022768,0.487273,-0.909907
205,0.020326,0.488372,-0.90832
207,0.022645,0.486175,-0.904779
209,0.025331,0.483367,-0.903559
210,0.026186,0.485564,-0.901483
212,0.026552,0.486663,-0.902948
214,0.024965,0.485442,-0.905756
215,0.023256,0.487762,-0.905268
216,0.022401,0.492034,-0.900873
217,0.023256,0.493377,-0.899774
220,0.025819,0.492034,-0.901239
221,0.027895,0.487884,-0.903192
222,0.031923,0.485686,-0.901361
224,0.033754,0.490692,-0.901727
225,0.030336,0.493255,-0.901605
241,0.029482,0.491302,-0.901239
242,0.028993,0.489227,-0.904291
244,0.026796,0.484099,-0.903192
245,0.028261,0.481536,-0.901727
246,0.028383,0.481536,-0.90185
247,0.026918,0.483001,-0.905634
249,0.025331,0.481047,-0.907587
250,0.024965,0.477629,-0.905512
251,0.027773,0.479216,-0.903436
252,0.031069,0.483001,-0.903436
254,0.031679,0.485686,-0.904047
255,0.029238,0.486053,-0.905634
256,0.025697,0.483977,-0.906977
257,0.023622,0.482024,-0.903925
259,0.021181,0.482024,-0.90246
260,0.018983,0.482879,-0.907221
261,0.016908,0.483367,-0.907221
262,0.016297,0.482146,-0.901605
264,0.017396,0.48178,-0.901117
265,0.016786,0.484832,-0.905756
266,0.019227,0.485808,-0.908442
267,0.023256,0.483245,-0.909296
269,0.022768,0.481292,-0.910883
277,0.023378,0.479216,-0.910639
278,0.028139,0.476897,-0.909418
279,0.02997,0.474577,-0.911372
280,0.026308,0.472502,-0.913325
280,0.018861,0.473234,-0.909174
281,0.012879,0.471525,-0.907831
282,0.013001,0.467619,-0.907953
282,0.012635,0.464323,-0.909907
283,0.015077,0.46298,-0.909907
284,0.016175,0.465421,-0.911616
285,0.015443,0.467985,-0.916255
286,0.015199,0.466764,-0.915888
287,0.015687,0.463346,-0.912592
289,0.016175,0.464201,-0.913935
290,0.017884,0.466154,-0.913081
291,0.018617,0.463224,-0.90954
292,0.016297,0.458829,-0.911494
294,0.013734,0.457486,-0.919673
295,0.011536,0.456144,-0.924068
296,0.009583,0.45419,-0.92187
297,0.006897,0.455533,-0.920161
299,0.004944,0.457731,-0.919062
300,0.006409,0.458341,-0.915766
301,0.009827,0.458341,-0.912714
302,0.011781,0.455289,-0.913325
304,0.012513,0.452603,-0.918452
305,0.012025,0.451383,-0.920039
306,0.013123,0.451138,-0.918452
307,0.014588,0.455533,-0.919307
309,0.010804,0.461637,-0.919551
310,0.006165,0.464811,-0.917964
311,0.004822,0.46298,-0.914912
314,0.004456,0.457608,-0.914301
315,0.003479,0.456021,-0.918208
316,0.005921,0.458585,-0.91894
317,0.007752,0.460905,-0.918208
319,0.00531,0.45944,-0.917842
320,0.005921,0.458463,-0.916499
321,0.003968,0.459073,-0.919551
322,-0.002014,0.457853,-0.920772
324,-0.005555,0.455533,-0.919795
325,-0.006287,0.45419,-0.921016
326,-0.00763,0.454679,-0.922481
327,-0.008484,0.455045,-0.92187
329,-0.009949,0.452603,-0.918452
330,-0.011536,0.449063,-0.915644
331,-0.010316,0.447964,-0.919551
332,-0.009217,0.451383,-0.924556
334,-0.008362,0.454435,-0.921992
335,-0.006775,0.455045,-0.916499
336,-0.007264,0.455777,-0.918696
337,-0.009339,0.455655,-0.92126
339,-0.008118,0.455777,-0.919673
340,-0.0047,0.454435,-0.920649
341,-0.004334,0.452359,-0.923579
342,-0.007508,0.450528,-0.923946
345,-0.013001,0.451383,-0.920894
346,-0.020692,0.45419,-0.920283
347,-0.039248,0.45065,-0.921504
349,-0.064274,0.449551,-0.916621
350,-0.075749,0.45419,-0.920649
351,-0.074162,0.458585,-0.924556
352,-0.059269,0.45419,-0.921626
354,-0.037783,0.443203,-0.921138
355,-0.018006,0.437344,-0.927486
356,-0.000061,0.435146,-0.93127
357,0.012879,0.434414,-0.929927
359,0.01764,0.439175,-0.929683
360,0.013612,0.444058,-0.926143
361,0.005677,0.446499,-0.919429
362,-0.002747,0.450162,-0.91772
364,-0.015687,0.454068,-0.917353
365,-0.026064,0.458585,-0.919185
366,-0.030092,0.460905,-0.921138
367,-0.030703,0.457975,-0.920649
369,-0.030825,0.453946,-0.921748
370,-0.03058,0.45297,-0.922236
371,-0.028261,0.450406,-0.920405
372,-0.023012,0.446255,-0.921992
374,-0.017762,0.444424,-0.925533
